pwm,m1,m2,m3,m4,mean
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,1.288543,1.47262,1.288543,0.920388,1.242523
10,2.945241,3.313396,3.497473,3.129318,3.221357
11,4.786016,4.970094,5.338249,4.970094,5.016113
12,6.626791,6.994946,7.179024,6.810869,6.902908
13,8.467567,8.835722,9.203877,8.651644,8.789702
14,10.308342,10.860575,11.044652,10.676497,10.722517
15,12.333195,12.70135,12.885428,12.70135,12.655331
16,14.173971,14.173971,14.542126,14.173971,14.266009
17,15.830668,16.382901,16.935134,15.830668,16.244843
18,17.855521,18.223676,18.775909,18.039599,18.223676
19,19.696297,20.432607,20.432607,19.880374,20.110471
20,21.72115,22.273382,22.641537,22.089305,22.181343
21,23.561925,24.114158,24.482313,23.93008,24.022119
22,25.4027,26.323088,26.875321,25.770855,26.092991
23,27.427553,28.163863,28.532019,27.795708,27.979786
24,29.636484,30.372794,30.740949,30.004639,30.188716
25,31.661337,32.581724,33.133957,32.029492,32.351627
26,33.502112,34.4225,34.974732,34.054345,34.238422
27,35.711043,36.815508,37.183663,35.711043,36.355314
28,37.36774,38.840361,39.024438,37.919973,38.288128
29,39.576671,41.049291,41.417446,40.312981,40.589097
30,41.785601,43.074144,43.074144,42.521912,42.61395
31,43.810454,44.730842,45.65123,43.994532,44.546764
32,45.835307,46.939772,47.86016,46.203462,46.709676
33,47.86016,49.33278,49.516858,48.228315,48.734528
34,49.885013,51.541711,51.725788,50.437246,50.89744
35,51.909866,53.750641,54.118796,52.462099,53.060351
36,53.934719,55.775494,56.511804,54.855107,55.269281
37,55.959572,57.61627,57.984425,56.511804,57.018018
38,57.984425,60.009278,60.56151,59.08889,59.411026
39,60.009278,62.034131,62.218208,61.113743,61.34384
40,62.034131,63.874906,64.795294,63.506751,63.55277
41,64.243061,66.267914,66.451992,65.347526,65.577623
42,66.451992,68.292767,68.845,67.556457,67.786554
43,68.292767,70.133542,71.05393,69.397232,69.719368
44,70.31762,72.158395,72.710628,70.869853,71.514124
45,72.52655,73.999171,74.735481,73.262861,73.631016
46,74.551403,76.392179,77.312566,75.471791,75.931985
47,76.392179,78.601109,78.785187,77.312566,77.77276
48,78.417032,80.073729,81.362272,78.969264,79.705574
49,80.257807,82.28266,82.650815,80.81004,81.50033
50,81.914505,84.49159,85.043823,82.650815,83.525183
51,84.123435,86.332366,86.884598,85.227901,85.642075
52,85.964211,88.357219,88.909451,87.252754,87.620909
53,87.804986,90.382072,90.566149,88.541296,89.323626
54,89.645762,92.222847,92.591002,90.382072,91.210421
55,91.670614,93.327312,94.615855,92.406925,93.005177
56,93.695467,95.72032,96.640708,94.615855,95.168088
57,95.536243,97.745173,98.481483,95.904398,96.916824
58,97.377018,99.401871,99.954104,97.377018,98.527503
59,99.033716,101.242646,102.163034,99.585949,100.506336
60,100.690414,103.451577,103.635654,101.242646,102.255073
61,102.531189,104.74012,105.660507,103.635654,104.141868
62,104.187887,106.396818,107.501283,105.292352,105.844585
63,106.028662,108.053515,109.710213,106.764973,107.639341
64,107.869438,110.078368,110.814679,108.789826,109.388078
65,108.789826,112.103221,113.207687,110.814679,111.228853
66,110.814679,113.759919,115.232539,112.471376,113.069628
67,112.103221,115.048462,116.337005,113.759919,114.312152
68,113.391764,116.889237,118.361858,115.416617,116.014869
69,116.337005,118.91409,120.202633,117.257392,118.17778
70,116.70516,120.386711,121.307098,118.91409,119.328265
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
-8,0.0,0.0,0.0,0.0,0.0
-9,-1.104465,-1.104465,-1.47262,-0.920388,-1.150485
-10,-2.945241,-3.129318,-3.313396,-2.945241,-3.083299
-11,-4.786016,-5.154171,-5.338249,-4.786016,-5.016113
-12,-6.626791,-6.994946,-7.179024,-6.810869,-6.902908
-13,-8.467567,-8.835722,-9.019799,-8.651644,-8.743683
-14,-10.308342,-10.860575,-11.044652,-10.49242,-10.676497
-15,-12.333195,-12.517273,-13.069505,-12.333195,-12.563292
-16,-13.989893,-13.989893,-14.542126,-13.989893,-14.127951
-17,-15.830668,-16.382901,-16.935134,-16.198823,-16.336882
-18,-17.671444,-18.407754,-18.591831,-17.855521,-18.131638
-19,-19.696297,-20.064452,-20.432607,-20.064452,-20.064452
-20,-21.72115,-22.089305,-22.641537,-21.905227,-22.089305
-21,-23.561925,-24.298235,-24.482313,-23.746003,-24.022119
-22,-25.586778,-25.954933,-26.875321,-26.139011,-26.139011
-23,-27.243476,-27.979786,-28.532019,-27.979786,-27.933767
-24,-29.452406,-30.188716,-30.740949,-29.820561,-30.050658
-25,-31.477259,-32.213569,-32.765802,-32.029492,-32.121531
-26,-33.502112,-34.238422,-34.790655,-33.870267,-34.100364
-27,-35.711043,-36.447353,-37.183663,-36.263275,-36.401333
-28,-37.551818,-38.472206,-38.840361,-37.919973,-38.196089
-29,-39.576671,-40.128904,-41.233369,-40.128904,-40.266962
-30,-41.601524,-42.521912,-43.258222,-42.337834,-42.429873
-31,-43.626377,-44.730842,-45.65123,-44.362687,-44.592784
-32,-45.467152,-46.939772,-47.676083,-46.755695,-46.709676
-33,-47.676083,-48.59647,-49.516858,-48.412393,-48.550451
-34,-49.700936,-50.805401,-51.725788,-50.621323,-50.713362
-35,-51.725788,-52.830254,-54.118796,-52.462099,-52.784234
-36,-54.118796,-55.223262,-56.327727,-55.039184,-55.177242
-37,-55.959572,-57.248115,-58.168502,-57.248115,-57.156076
-38,-58.168502,-59.457045,-60.56151,-58.904812,-59.272968
-39,-60.377433,-61.481898,-62.402286,-61.113743,-61.34384
-40,-62.586363,-63.322673,-64.795294,-63.506751,-63.55277
-41,-64.427139,-65.163449,-66.451992,-65.531604,-65.393546
-42,-66.267914,-67.556457,-68.845,-67.556457,-67.556457
-43,-68.108689,-69.397232,-71.05393,-69.58131,-69.53529
-44,-70.133542,-71.79024,-72.710628,-71.05393,-71.422085
-45,-72.158395,-73.262861,-74.551403,-73.631016,-73.400919
-46,-74.183248,-75.655869,-77.312566,-75.655869,-75.701888
-47,-76.392179,-77.128489,-79.337419,-77.496644,-77.588683
-48,-78.048877,-79.705574,-81.362272,-78.969264,-79.521497
-49,-80.257807,-81.362272,-83.203048,-81.54635,-81.592369
-50,-82.098582,-83.571203,-84.859746,-83.387125,-83.479164
-51,-83.387125,-85.227901,-86.700521,-85.043823,-85.089842
-52,-85.964211,-87.068676,-88.725374,-86.700521,-87.114695
-53,-87.804986,-89.093529,-90.934304,-88.909451,-89.185568
-54,-89.645762,-91.118382,-92.77508,-90.934304,-91.118382
-55,-91.854692,-92.77508,-94.615855,-92.222847,-92.867118
-56,-93.51139,-94.98401,-95.904398,-94.431778,-94.707894
-57,-95.352165,-96.45663,-98.297406,-96.824786,-96.732747
-58,-97.192941,-98.113328,-100.690414,-97.745173,-98.435464
-59,-98.481483,-100.322259,-102.163034,-100.506336,-100.368278
-60,-100.874491,-101.978957,-104.00381,-101.610802,-102.117015
-61,-101.978957,-104.00381,-106.028662,-103.819732,-103.95779
-62,-103.819732,-105.292352,-107.501283,-105.47643,-105.522449
-63,-106.21274,-106.94905,-109.526136,-107.317205,-107.501283
-64,-107.869438,-109.157981,-111.182834,-108.789826,-109.250019
-65,-107.68536,-110.446523,-113.207687,-110.630601,-110.492543
-66,-109.342058,-112.655454,-115.048462,-111.550989,-112.149241
-67,-112.655454,-113.759919,-116.337005,-114.128074,-114.220113
-68,-114.128074,-116.152927,-118.17778,-115.784772,-116.060888
-69,-116.337005,-117.625547,-120.018555,-117.44147,-117.855644
-70,-117.44147,-118.91409,-121.859331,-119.098168,-119.328265
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,1.104465,1.288543,1.47262,0.920388,1.196504
10,2.945241,3.313396,3.313396,2.945241,3.129318
11,4.601938,5.154171,5.338249,4.786016,4.970094
12,6.442714,6.994946,7.363102,6.626791,6.856888
13,8.283489,9.019799,9.203877,8.651644,8.789702
14,10.308342,10.676497,11.22873,10.676497,10.722517
15,12.333195,12.70135,13.069505,12.517273,12.655331
16,13.805815,14.358048,14.726203,13.989893,14.21999
17,15.830668,16.198823,16.566979,15.830668,16.106785
18,17.671444,18.223676,18.407754,17.855521,18.039599
19,19.696297,20.064452,20.800762,19.880374,20.110471
20,21.72115,22.273382,22.641537,21.905227,22.135324
21,23.561925,23.93008,24.850468,23.746003,24.022119
22,25.4027,26.323088,26.691243,25.770855,26.046972
23,27.427553,28.163863,28.716096,27.795708,28.025805
24,29.268329,30.372794,30.740949,30.004639,30.096678
25,31.477259,32.397647,32.581724,32.029492,32.121531
26,33.502112,34.238422,34.790655,34.054345,34.146383
27,35.526965,36.63143,36.815508,35.89512,36.217256
28,37.551818,38.472206,39.392593,38.104051,38.380167
29,39.576671,40.865214,40.865214,39.944826,40.312981
30,41.785601,42.890067,43.442299,41.969679,42.521912
31,43.626377,44.91492,45.467152,43.994532,44.500745
32,45.835307,47.12385,47.492005,46.019385,46.617637
33,47.86016,49.33278,49.885013,48.228315,48.826567
34,49.700936,51.541711,52.093944,50.253168,50.89744
35,51.725788,53.566564,53.934719,52.278021,52.876273
36,54.118796,55.775494,55.959572,54.855107,55.177242
37,55.959572,57.432192,58.35258,56.695882,57.110056
38,57.984425,60.009278,60.193355,58.720735,59.226948
39,60.193355,61.850053,62.586363,60.929665,61.389859
40,62.034131,63.874906,64.427139,63.506751,63.460732
41,64.427139,66.267914,66.636069,65.347526,65.669662
42,66.267914,68.292767,68.845,67.372379,67.694515
43,67.924612,70.133542,70.501697,69.397232,69.489271
44,70.31762,72.158395,73.262861,71.238008,71.744221
45,72.342473,73.999171,74.735481,72.710628,73.446938
46,74.367326,76.208101,76.944411,75.103636,75.655869
47,76.208101,78.417032,79.153342,77.496644,77.81878
48,78.048877,79.889652,80.994117,79.521497,79.613536
49,80.073729,81.914505,82.834893,81.54635,81.592369
50,82.098582,84.123435,85.411978,83.387125,83.75528
51,83.939358,85.964211,87.068676,85.043823,85.504017
52,85.411978,87.989064,88.541296,86.516443,87.114695
53,87.252754,89.829839,91.118382,88.173141,89.093529
54,89.461684,91.486537,92.406925,90.566149,90.980324
55,91.854692,93.51139,94.98401,92.406925,93.189254
56,92.959157,95.536243,96.272553,94.063622,94.707894
57,94.98401,97.377018,98.297406,95.72032,96.594689
58,96.640708,99.217794,100.322259,98.297406,98.619542
59,99.033716,100.874491,102.531189,99.401871,100.460317
60,100.322259,102.899344,104.187887,101.978957,102.347112
61,101.978957,104.924197,105.844585,103.267499,104.00381
62,104.187887,106.396818,106.94905,104.74012,105.568469
63,105.660507,108.053515,109.894291,106.764973,107.593322
64,107.501283,110.262446,110.998756,108.421671,109.296039
65,109.710213,112.103221,113.391764,109.526136,111.182834
66,110.814679,113.759919,114.864384,112.471376,112.97759
67,112.839531,115.600695,116.337005,113.943997,114.680307
68,114.864384,116.889237,118.730013,115.600695,116.521082
69,114.680307,118.545935,120.018555,115.96885,117.303412
70,115.784772,120.018555,121.675253,118.91409,119.098168
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
-8,0.0,0.0,0.0,0.0,0.0
-9,-1.104465,-1.288543,-1.47262,-0.184078,-1.012426
-10,-2.761163,-2.945241,-3.497473,-3.129318,-3.083299
-11,-4.601938,-5.154171,-5.338249,-4.601938,-4.924074
-12,-6.626791,-6.810869,-7.363102,-6.994946,-6.948927
-13,-8.467567,-8.835722,-9.387954,-8.467567,-8.789702
-14,-10.124265,-10.49242,-11.044652,-10.676497,-10.584458
-15,-12.333195,-12.517273,-13.253583,-12.333195,-12.609311
-16,-13.989893,-14.173971,-14.726203,-13.989893,-14.21999
-17,-15.830668,-16.198823,-16.566979,-16.198823,-16.198823
-18,-17.671444,-17.855521,-18.407754,-17.855521,-17.94756
-19,-19.696297,-20.248529,-20.800762,-19.880374,-20.156491
-20,-21.537072,-21.905227,-22.273382,-21.72115,-21.859208
-21,-23.746003,-23.93008,-24.482313,-23.746003,-23.976099
-22,-25.586778,-26.139011,-26.507166,-25.954933,-26.046972
-23,-27.427553,-28.347941,-28.532019,-27.979786,-28.071825
-24,-29.452406,-30.004639,-30.925027,-29.636484,-30.004639
-25,-31.661337,-32.029492,-33.133957,-32.029492,-32.213569
-26,-33.502112,-34.054345,-34.790655,-33.870267,-34.054345
-27,-35.342887,-36.447353,-36.999585,-36.263275,-36.263275
-28,-37.36774,-38.104051,-39.024438,-38.104051,-38.15007
-29,-39.576671,-40.497059,-41.049291,-40.128904,-40.312981
-30,-41.601524,-42.705989,-43.074144,-41.969679,-42.337834
-31,-43.626377,-44.546764,-45.283075,-44.362687,-44.454726
-32,-45.835307,-46.755695,-47.492005,-46.755695,-46.709676
-33,-47.676083,-48.780548,-49.516858,-48.412393,-48.59647
-34,-49.885013,-50.805401,-51.909866,-50.805401,-50.85142
-35,-51.725788,-52.830254,-53.934719,-52.830254,-52.830254
-36,-53.934719,-54.855107,-56.143649,-55.039184,-54.993165
-37,-56.143649,-56.87996,-57.984425,-57.064037,-57.018018
-38,-57.984425,-59.272968,-60.193355,-58.536657,-58.996851
-39,-60.009278,-61.297821,-62.218208,-60.745588,-61.067724
-40,-62.034131,-63.138596,-64.611216,-63.138596,-63.230635
-41,-64.243061,-65.347526,-66.267914,-65.163449,-65.255488
-42,-66.267914,-67.556457,-68.845,-67.372379,-67.510437
-43,-68.292767,-69.58131,-71.05393,-69.397232,-69.58131
-44,-70.501697,-71.79024,-72.52655,-71.606163,-71.606163
-45,-72.342473,-73.262861,-74.551403,-72.894705,-73.262861
-46,-74.367326,-75.655869,-77.128489,-75.103636,-75.56383
-47,-76.024024,-77.312566,-78.969264,-77.128489,-77.358586
-48,-78.232954,-79.705574,-81.178195,-79.705574,-79.705574
-49,-80.257807,-81.362272,-82.650815,-80.994117,-81.316253
-50,-82.28266,-83.387125,-85.043823,-82.650815,-83.341106
-51,-83.75528,-85.043823,-86.884598,-85.043823,-85.181881
-52,-85.780133,-87.068676,-88.173141,-87.436831,-87.114695
-53,-87.620909,-89.093529,-90.197994,-88.909451,-88.955471
-54,-90.013917,-90.934304,-92.406925,-90.566149,-90.980324
-55,-91.486537,-92.591002,-94.431778,-92.591002,-92.77508
-56,-93.327312,-94.431778,-96.45663,-93.879545,-94.523816
-57,-94.98401,-96.640708,-98.297406,-95.904398,-96.45663
-58,-96.640708,-98.297406,-99.401871,-98.297406,-98.159348
-59,-99.033716,-100.322259,-101.794879,-99.401871,-100.138181
-60,-100.506336,-101.426724,-103.635654,-101.794879,-101.840898
-61,-102.347112,-104.00381,-105.292352,-103.451577,-103.773713
-62,-103.451577,-105.660507,-107.869438,-105.108275,-105.522449
-63,-106.21274,-107.317205,-109.157981,-106.94905,-107.409244
-64,-107.68536,-108.421671,-110.998756,-108.973903,-109.019923
-65,-108.237593,-110.446523,-112.655454,-109.526136,-110.216427
-66,-109.710213,-111.919144,-114.680307,-112.287299,-112.149241
-67,-112.287299,-113.759919,-116.70516,-114.496229,-114.312152
-68,-113.575842,-115.600695,-117.993703,-116.152927,-115.830791
-69,-116.152927,-117.993703,-119.834478,-116.889237,-117.717586
-70,-115.232539,-119.098168,-121.859331,-119.098168,-118.822051
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.920388,1.47262,1.47262,0.184078,1.012426
10,2.945241,3.313396,3.313396,2.945241,3.129318
11,4.601938,4.970094,5.338249,4.786016,4.924074
12,6.626791,7.179024,7.363102,6.810869,6.994946
13,8.467567,8.835722,9.203877,8.835722,8.835722
14,10.308342,10.676497,10.860575,10.676497,10.630478
15,12.149118,12.70135,13.069505,12.70135,12.655331
16,13.989893,14.173971,14.726203,14.173971,14.266009
17,15.830668,16.198823,16.751056,16.014746,16.198823
18,17.671444,18.039599,18.407754,18.039599,18.039599
19,19.696297,20.064452,20.800762,19.880374,20.110471
20,21.537072,22.273382,22.641537,21.905227,22.089305
21,23.377847,24.114158,24.66639,23.93008,24.022119
22,25.4027,26.323088,26.507166,25.586778,25.954933
23,27.611631,28.347941,28.716096,27.427553,28.025805
24,29.268329,30.372794,30.740949,29.636484,30.004639
25,31.661337,32.397647,32.765802,31.477259,32.075511
26,33.502112,34.238422,34.4225,33.68619,33.962306
27,35.342887,36.447353,36.815508,35.89512,36.125217
28,37.36774,38.288128,39.208516,37.551818,38.104051
29,39.392593,40.865214,41.049291,40.128904,40.359
30,41.601524,42.890067,43.258222,42.521912,42.567931
31,43.626377,44.730842,45.283075,44.362687,44.500745
32,45.65123,46.939772,47.12385,46.571617,46.571617
33,47.676083,49.33278,49.700936,48.412393,48.780548
34,49.700936,51.357633,52.093944,50.805401,50.989478
35,51.909866,53.566564,53.934719,52.646176,53.014331
36,53.934719,55.591417,56.143649,54.671029,55.085204
37,55.959572,57.61627,58.168502,56.87996,57.156076
38,57.984425,59.8252,60.193355,58.904812,59.226948
39,60.193355,61.850053,62.218208,60.929665,61.297821
40,62.218208,63.690829,64.611216,62.586363,63.276654
41,64.058984,65.899759,66.083837,64.611216,65.163449
42,65.899759,68.108689,68.845,66.636069,67.372379
43,68.292767,70.31762,70.869853,69.029077,69.627329
44,70.31762,71.79024,72.52655,70.685775,71.330046
45,72.158395,74.183248,74.551403,73.262861,73.538977
46,73.999171,76.024024,76.944411,75.287713,75.56383
47,76.024024,78.048877,78.417032,77.128489,77.404605
48,78.048877,80.257807,80.994117,78.969264,79.567516
49,80.257807,82.098582,82.650815,80.81004,81.454311
50,82.098582,83.939358,84.49159,83.203048,83.433145
51,83.75528,85.596056,86.884598,85.043823,85.319939
52,85.780133,87.620909,88.909451,86.516443,87.206734
53,87.620909,89.645762,91.118382,88.357219,89.185568
54,89.277606,91.854692,92.959157,90.382072,91.118382
55,91.670614,93.327312,94.615855,92.222847,92.959157
56,93.327312,95.352165,96.272553,93.51139,94.615855
57,95.352165,97.008863,98.113328,95.904398,96.594689
58,96.824786,99.217794,100.322259,97.745173,98.527503
59,98.481483,100.874491,101.610802,99.585949,100.138181
60,100.690414,102.531189,104.187887,101.610802,102.255073
61,101.978957,104.74012,105.47643,103.451577,103.911771
62,104.00381,106.21274,107.317205,104.924197,105.614488
63,104.556042,108.605748,109.526136,106.580895,107.317205
64,106.94905,110.078368,110.814679,108.237593,109.019923
65,109.710213,111.550989,112.655454,110.446523,111.090795
66,110.262446,113.391764,115.048462,111.550989,112.563415
67,112.287299,115.048462,116.521082,113.575842,114.358171
68,114.496229,117.257392,118.17778,115.232539,116.290985
69,113.207687,118.17778,120.018555,117.073315,117.119334
70,115.784772,119.834478,121.123021,118.91409,118.91409
-1,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0
-3,0.0,0.0,0.0,0.0,0.0
-4,0.0,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.0,0.0
-7,0.0,0.0,0.0,0.0,0.0
